date,consumption
,0.625597304
,0.743553291
,0.826195271
,0.93049286
,0.965376607
,1.039611932
,1.012565235
,1.030212732
,0.980740173
,1.027608495
,1.00232734
,0.918358975
,0.915365774
,0.842917688
,0.714298613
,0.590896202
,0.430651852
,0.385543489
,0.399010841
,0.357535907
,0.336678824
,0.291900856
,0.323943028
,0.366890411
,0.623145173
,0.745526496
,0.815827598
,0.920146964
,0.878783423
,0.929473838
,0.963390909
,0.927829343
,0.83444283
,0.878161438
,0.873683565
,0.869990767
,0.849191415
,0.851087163
,0.747792026
,0.574160212
,0.440298523
,0.410794215
,0.415058181
,0.411143239
,0.383876087
,0.401961926
,0.447458088
,0.564022701
,0.680172685
,0.733789101
,0.817553691
,0.919524551
,0.914400349
,1.018606149
,0.962435198
,0.989374411
,1.027789252
,1.019170724
,0.995945332
,1.086527484
,1.078828796
,0.962334359
,0.870503097
,0.618006442
,0.475546483
,0.372167943
,0.33406942
,0.354927172
,0.337791542
,0.336967068
,0.35835696
,0.39459136
,0.620489753
,0.709042996
,0.79401217
,0.903332586
,0.924525281
,0.891018101
,0.918747768
,0.968549781
,0.937504544
,0.905506221
,0.918636787
,0.833038428
,0.833028162
,0.778501888
,0.746828373
,0.52621034
,0.333225229
,0.231684701
,0.190468489
,0.201696928
,0.227165891
,0.239792294
,0.258940277
,0.37103257
,0.610353562
,0.690618325
,0.762894446
,0.811394602
,0.760004776
,0.824525958
,0.860134679
,0.883170005
,0.917963764
,0.939412324
,0.884972034
,0.881653229
,0.914715071
,0.832705386
,0.759642612
,0.562699734
,0.412951156
,0.318703735
,0.334364956
,0.352790131
,0.365063062
,0.354239381
,0.411932279
,0.49540487
,0.689706106
,0.726423083
,0.807133261
,0.942086141
,1.062627238
,1.078919712
,1.155085626
,1.087739308
,1.0220926
,1.021536836
,1.016219348
,1.031062049
,1.031660058
,0.887889481
,0.810304785
,0.557606497
,0.386597019
,0.300835549
,0.300958551
,0.308584918
,0.27465279
,0.231305587
,0.252971396
,0.32528238
,0.639090577
,0.656992867
,0.776575705
,0.868811618
,0.906334474
,0.911574585
,0.91787102
,1.001281727
,0.965213275
,0.959947297
,0.913853668
,0.910976147
,0.92121217
,0.866915779
,0.790142107
,0.540984463
,0.391067883
,0.297513059
,0.276776255
,0.292993564
,0.286369494
,0.293234042
,0.304587168
,0.413159954
,0.640539079
,0.674021742
,0.774981069
,0.869456277
,0.854247559
,0.88644555
,0.937006709
,0.946599464
,0.899466503
,0.920848485
,0.935243655
,0.901138653
,0.910870463
,0.82042796
,0.677379687
,0.526257694
,0.402390329
,0.348937772
,0.340704533
,0.362994921
,0.338401828
,0.320325919
,0.33652208
,0.429678331
,0.630005995
,0.738124144
,0.773793896
,0.885394198
,0.949681489
,0.898414304
,0.986103724
,0.915411354
,0.818083503
,0.825108515
,0.83981706
,0.865171112
,0.869125508
,0.867752174
,0.810547825
,0.608295744
,0.460141376
,0.393461063
,0.392025968
,0.390436836
,0.376784444
,0.361865683
,0.423261298
,0.537683275
,0.692269721
,0.67187596
,0.759465368
,0.895472821
,0.909200761
,0.992298349
,0.939224123
,0.992308025
,0.955110015
,0.967675892
,0.957280049
,0.983237595
,0.962950394
,0.915576041
,0.837447937
,0.592179729
,0.422226037
,0.347070736
,0.314917998
,0.32603097
,0.329560247
,0.324457916
,0.32522059
,0.394021126
,0.618404459
,0.661839784
,0.746558974
,0.849512862
,0.843514106
,0.833501565
,0.898327612
,0.910897113
,0.932807629
,0.962210442
,0.939651457
,0.942346899
,0.866381714
,0.859721693
,0.751824843
,0.560037374
,0.368375181
,0.279866461
,0.278877599
,0.274702097
,0.307576338
,0.301098862
,0.309740131
,0.369486502
,0.628904691
,0.6849792
,0.739106046
,0.841355817
,0.815538953
,0.860247941
,0.867655305
,0.910585238
,0.902550138
,0.921439874
,0.920934615
,0.932921819
,0.938992425
,0.874837051
,0.772312295
,0.5659304
,0.399791283
,0.310640743
,0.307527239
,0.28707199
,0.270614713
,0.28116739
,0.268394005
,0.36041086
,0.639386
,0.72965301
,0.774408773
,0.885711703
,0.964819969
,1.004955095
,1.014864257
,1.030371499
,0.966342751
,1.013906731
,0.985838257
,1.016241275
,0.97076548
,0.911256785
,0.813036575
,0.587473686
,0.407544429
,0.345491404
,0.329445077
,0.335393804
,0.309755833
,0.299181127
,0.298687262
,0.362953334
,0.641024472
,0.713331151
,0.763394163
,0.85279087
,0.864867414
,0.894332477
,0.895303822
,0.970041281
,0.909890193
,0.94825951
,0.927219354
,0.96965414
,0.935331328
,0.850080873
,0.797801871
,0.576521158
,0.399559223
,0.343398139
,0.314460786
,0.299270545
,0.308862375
,0.338035253
,0.303767074
,0.371828921
,0.634910342
,0.691287968
,0.745518385
,0.846995019
,0.870324202
,0.87610171
,0.86709155
,0.924246643
,0.911817603
,0.903848114
,0.864109574
,0.881333589
,0.857354137
,0.822479201
,0.682681761
,0.544418763
,0.410277245
,0.314508747
,0.296004631
,0.283365473
,0.271965619
,0.245651108
,0.24836664
,0.311087033
,0.578219532
,0.66878656
,0.767043166
,0.793163874
,0.795577456
,0.845881296
,0.853587948
,0.894225256
,0.780613649
,0.838098115
,0.859330324
,0.882575992
,0.864532554
,0.82687032
,0.74426195
,0.605882938
,0.425469746
,0.35777237
,0.32710635
,0.336447342
,0.307646567
,0.302274048
,0.346706734
,0.400734453
,0.57710121
,0.635445047
,0.756518023
,0.870630775
,0.849013415
,0.895412084
,0.910400447
,0.910154882
,0.874247927
,0.941231585
,0.935725808
,0.868533736
,0.872854217
,0.863513319
,0.807751612
,0.57227361
,0.418064077
,0.320835714
,0.334616953
,0.342588433
,0.324345459
,0.354007354
,0.357787927
,0.41701929
,0.651301236
,0.697221776
,0.78903218
,0.829194905
,0.851475327
,0.839555092
,0.8776968
,0.910972707
,0.870428729
,0.940318801
,0.892285971
,0.882205866
,0.863957955
,0.80333074
,0.742770788
,0.580677803
,0.401881925
,0.340831207
,0.350915605
,0.361015772
,0.363159686
,0.361477821
,0.35364737
,0.441484909
,0.657455924
,0.697100792
,0.772612977
,0.852243083
,0.871390444
,0.909388721
,0.884231904
,0.916217915
,0.895103625
,0.896743541
,0.904217646
,0.925660578
,0.863884126
,0.799726967
,0.774530981
,0.586419655
,0.396080862
,0.32061375
,0.302028498
,0.285808472
,0.268620092
,0.270386852
,0.270186296
,0.343735551
,0.642736955
,0.721310291
,0.787311963
,0.880504756
,0.878468531
,0.891168805
,0.848501625
,0.903708205
,0.856418061
,0.918531593
,0.898279814
,0.929027912
,0.869425867
,0.861208813
,0.808007323
,0.621549285
,0.427703786
,0.328583473
,0.310766573
,0.303045882
,0.316245356
,0.362420976
,0.321107809
,0.381374738
,0.657698214
,0.710090741
,0.768444948
,0.801426453
,0.834880772
,0.878508252
,0.869595161
,0.890907462
,0.875749985
,0.856393825
,0.889697372
,0.876332029
,0.877681585
,0.808822433
,0.801766473
,0.611893444
,0.439531272
,0.34665929
,0.321590769
,0.319882505
,0.343916718
,0.390474471
,0.324436574
,0.401339573
,0.623712307
,0.678586029
,0.748398501
,0.861671611
,0.884418051
,0.838381969
,0.867240299
,0.901279771
,0.870489924
,0.914653783
,0.849140374
,0.890034211
,0.875405959
,0.810888432
,0.73419106
,0.584319025
,0.397816577
,0.326044124
,0.312105979
,0.311917464
,0.311681541
,0.314502537
,0.326867001
,0.394399348
,0.571270189
,0.642303428
,0.759035541
,0.821837247
,0.785494847
,0.765010656
,0.822554148
,0.817913504
,0.80474759
,0.830817974
,0.823787728
,0.849887466
,0.811262304
,0.780384355
,0.747042225
,0.640295476
,0.412718467
,0.374509837
,0.355685522
,0.387184962
,0.362095106
,0.379753593
,0.417620531
,0.432092692
,0.61157072
,0.618088339
,0.75762741
,0.849213567
,0.846722164
,0.86441052
,0.851226921
,0.869454952
,0.848260579
,0.853158503
,0.804344027
,0.796145513
,0.766545204
,0.812449246
,0.774200981
,0.595339731
,0.439594037
,0.360362823
,0.368460045
,0.375444987
,0.350200083
,0.365226325
,0.358408205
,0.409800456
,0.618355477
,0.669280607
,0.77478481
,0.808453484
,0.798314419
,0.830837879
,0.840339565
,0.850387527
,0.87265337
,0.883497274
,0.874204979
,0.867872164
,0.828155387
,0.805519539
,0.786738294
,0.642265032
,0.45504446
,0.367611079
,0.383381804
,0.390997411
,0.377720027
,0.399464043
,0.408429189
,0.443727765
,0.663929343
,0.670341639
,0.781738163
,0.8071369
,0.835575829
,0.853213782
,0.852836101
,0.837803661
,0.846464742
,0.8965063
,0.881426519
,0.876155465
,0.84825106
,0.840710943
,0.791053726
,0.588816616
,0.403322678
,0.347422387
,0.353412494
,0.32888353
,0.34333681
,0.36003624
,0.352299391
,0.423332483
,0.663921199
,0.713840026
,0.771412648
,0.851523721
,0.858825196
,0.841240671
,0.874589015
,0.881405548
,0.871140771
,0.947281925
,0.93563946
,0.887880767
,0.928337542
,0.862852844
,0.828612894
,0.625091634
,0.448764277
,0.38691596
,0.397083786
,0.399865436
,0.380687919
,0.411498792
,0.388218749
,0.455546019
,0.68339176
,0.688482785
,0.791085435
,0.809594099
,0.884454493
,0.881307938
,0.880260923
,0.95366612
,0.914195437
,0.91756028
,0.871991328
,0.848452966
,0.921638446
,0.842918886
,0.85375748
,0.631712948
,0.465261608
,0.37369754
